ILL	频率
431  02	2
D26.701	2
M25.671	2
M88410/1	2
427.606	2
K62.813	2
C85.922 M95900/3	2
I87.803	2
745.603	2
B66.301	2
S09.201	2
M85.391	2
K31.816	2
366.402	2
I25.207	2
127.001	2
275.402	2
I21.202	2
E21.001	2
E06.901	2
747.101	2
T90.503	2
O14.002	2
M43.001	2
213.404	2
K74.616	2
V45.601	2
833.003	2
171.603	2
216.302	2
352.101	2
447.105	2
N88.803	2
800.202	2
M83300/0	2
M83100/6	2
G40.305	2
L98.411	2
K14.815	2
I63.403	2
566  02	2
724.301	2
H90.504	2
W03.901	2
733.203	2
871.002	2
560.102	2
441.301	2
N80.601	2
942.101	2
296.201	2
V67.102	2
430  01	2
235.502	2
S09.906	2
N32.001	2
K13.402	2
753.202	2
M21.961	2
G40.307	2
379.302	2
O00.803	2
K04.702	2
674.201	2
T98.308	2
K83.003	2
M88121/3	2
482.902	2
474.002	2
I74.002	2
943.401	2
B08.401	2
S19.701	2
J34.003	2
N88.301	2
867.002	2
M91600/0	2
323.911	2
536.806	2
F25.901	2
W40.904	2
667.001	2
C62.901 M90801/3	2
O65.501	2
837.005	2
S92.211	2
198.804	2
013.804+324.002*	2
C41.402	2
875  01	2
Z46.602	2
706.205	2
Q04.901	2
M90842/3	2
T98.316	2
927.302	2
E884.101	2
T86.103	2
C13.901	2
D37.705	2
S99.702	2
528.001	2
041.201	2
K76.101	2
608.301	2
J33.004	2
C34.301	2
756.301	2
558  14	2
J12.901	2
M84.021	2
998.402	2
M53.101	2
X61.901	2
T16  01	2
D32.042	2
922.301	2
V45.858	2
E924.101	2
A16.504	2
K05.104	2
M83000/3	2
558  18	2
015.201	2
524.303	2
171.502	2
786.502	2
897.601	2
H49.002	2
017.208	2
I25.208	2
S01.205	2
Q75.901	2
H35.814	2
G40.302	2
M90130/0	2
C78.808	2
D68.401	2
I21.206	2
B77.901	2
K62.402	2
M83300/3	2
O22.102	2
D15.102	2
X80.901	2
993.002	2
J34.805	2
Z43.302	2
C76.103	2
370.804	2
K91.836	2
171.602	2
C71.003	2
997.106	2
I27.002	2
P57.901	2
E88.901+G73.601*	2
S13.401	2
K22.302	2
M81470/0	2
983.001	2
K25.101	2
053.102+357.401*	2
I21.903	2
O90.803	2
191.701	2
624.401	2
K92.902	2
736.002	2
T69.102	2
D18.109	2
J32.301	2
K28.402	2
M93500/1	2
G30.001	2
G82.205	2
G52.001	2
I88.105	2
R25.301	2
I60.601	2
T04.902	2
D22.101	2
195.401	2
425.001	2
N31.001	2
198.805	2
H81.303	2
M85210/3	2
N94.806	2
996.001	2
721.903	2
I13.902	2
759.001	2
C78.607	2
453.805	2
Q38.301	2
S43.403	2
E884.901	2
M25.651	2
H04.504	2
447.001	2
237.504	2
C18.902	2
J84.802	2
528.201	2
B49  08	2
V58.129	2
D33.902	2
I33.016	2
880.201	2
997.601	2
077.201+372.005*	2
M86.922	2
621.804	2
628.201	2
M50.102	2
V50.101	2
410  14	2
S63.602	2
142.101	2
874.002	2
J94.806	2
N83.503	2
J34.816	2
427.809	2
T02.511	2
I97.816	2
H35.306	2
211.302	2
N99.810	2
V45.814	2
N83.104	2
J98.402	2
361.905	2
E966  01	2
I45.301	2
747.609	2
774.101	2
T02.805	2
Q23.202	2
F41.201	2
D41.401	2
N90.301	2
R76.803	2
587  01	2
J18.802	2
N19  04	2
693.101	2
K10.206	2
614.602	2
W37.991	2
617.002	2
S02.803	2
K63.822	2
K76.818	2
656.701	2
N50.102	2
947.101	2
J39.002	2
M84.131	2
M62.861	2
336.802	2
N32.804	2
289.904	2
N64.501	2
M21.071	2
Q85.903	2
D73.902	2
244.001	2
K65.006	2
Q76.408	2
Q76.405	2
O44.101	2
562.005	2
891.101	2
K76.301	2
Q01.801	2
952.301	2
595.101	2
682.702	2
S02.412	2
C24.001	2
D68.601	2
746.808	2
Q38.101	2
S01.107	2
S04.901	2
H44.402	2
M16.001	2
710.101	2
D59.601	2
H40.506	2
337.901	2
Q51.101	2
614.202	2
V54.003	2
N85.301	2
K35.002	2
K62.808	2
456.801	2
D68.902	2
J38.601	2
G51.101	2
575.401	2
Z98.870	2
716.902	2
562.006	2
H15.801	2
284.901	2
620.805	2
Q82.501	2
I84.601	2
577.801	2
E83.304	2
D17.502	2
M90600/3	2
L30.501	2
287.304	2
G06.102	2
K82.901	2
B17.203	2
L02.001	2
X50.881	2
E891.901	2
530.807	2
K63.807	2
H05.001	2
871.402	2
N81.401	2
S15.301	2
J94.801	2
717.801	2
K31.504	2
M91820/3	2
K74.001	2
H47.101	2
M40.251	2
R23.804	2
288.801	2
861.001	2
K01.001	2
O26.604	2
K52.806	2
015.007	2
I42.203	2
I63.202	2
J38.307	2
N50.001	2
E27.801	2
S12.101	2
410  10	2
212.401	2
A16.506	2
891.102	2
727.905	2
B37.901	2
054.201	2
110.201	2
832.101	2
K31.301	2
212.201	2
Z42.007	2
G31.102	2
H02.802	2
N85.201	2
M23.591	2
K83.811	2
839.002	2
518.805	2
M93641/3	2
Q35.301	2
I50.107	2
289.102	2
Y40.504	2
752.411	2
959.105	2
442.002	2
K07.602	2
196.501	2
952.101	2
759.801	2
Z51.116	2
959.002	2
295.903	2
596.001	2
G57.002	2
Z35.901	2
E950.202	2
K08.803	2
H33.301	2
Y60.001	2
D69.101	2
871.601	2
281.202	2
M93831/3	2
718.301	2
T81.302	2
J38.301	2
J90  03	2
M80411/3	2
694.001	2
O00.802	2
D21.005	2
M35.101	2
M82400/1	2
663.001	2
V52.101	2
S72.411	2
D23.507	2
996.502	2
W11.901	2
K85.907	2
H53.901	2
M89.381	2
356.903	2
M96980/3	2
I62.901	2
715.303	2
Y40.001	2
352.601	2
151.501	2
I34.802	2
780.901	2
947.002	2
535.403	2
K83.302	2
M90500/6	2
M90201/1	2
681.902	2
443.902	2
I08.008	2
989.402	2
O02.101	2
S00.801	2
B17.205	2
300.104	2
M70.231	2
615.902	2
362.101	2
X47.905	2
G93.801	2
V10.001	2
S02.111	2
D12.001	2
K82.304	2
362.503	2
M80200/6	2
W79.901	2
J39.901	2
344.301	2
I49.301	2
C84.501	2
K72.002	2
736.202	2
K09.803	2
E87.301	2
T87.302	2
569.104	2
S04.602	2
O71.601	2
M81.891	2
959.101	2
352.301	2
S37.801	2
323.903	2
I73.901	2
A18.805	2
310.101	2
N90.402	2
K80.302	2
S00.501	2
R59.002	2
I45.504	2
568.002	2
D18.053	2
Q30.901	2
D52.001	2
531.905	2
A54.901	2
593.904	2
646.202	2
286.002	2
I66.001	2
J98.008	2
K59.201	2
602.801	2
I71.901	2
583.813	2
752.404	2
G23.803	2
910.002	2
824.701	2
I24.802	2
M84600/0	2
N99.804	2
M85500/3	2
G97.813	2
N70.001	2
560.202	2
671.001	2
901.102	2
I51.701	2
372.001	2
M95.501	2
L81.403	2
748.101	2
415.001	2
S27.802	2
D36.113	2
K38.801	2
N34.204	2
C83.401 M96840/3	2
S52.011	2
M88250/3	2
788.502	2
R07.201	2
618.201	2
K35.103	2
E883.101	2
571.510	2
641.104	2
306.501	2
T92.202	2
C44.302	2
K83.305	2
N39.403	2
993.206	2
M47.822	2
M88010/3	2
648.102	2
316  17	2
729.002	2
D23.202	2
K50.103	2
K83.502	2
575.005	2
768.303	2
V26.002	2
L85.301	2
D42.901	2
O99.303	2
T26.901	2
D43.204	2
719.002	2
I82.003	2
690  02	2
A49.803	2
T79.801	2
G57.801	2
C78.805	2
M17.101	2
410  06	2
348.906	2
E915  03	2
G93.907	2
S09.910	2
T81.810	2
187.501	2
K81.005	2
K75.801	2
883.101	2
125.901	2
349.903	2
863.201	2
R15  01	2
D20.102	2
W34.903	2
729.801	2
J39.001	2
367.201	2
D55.002	2
F19.501	2
O73.101	2
R49.801	2
278.101	2
215.204	2
S53.301	2
Q79.802	2
M71.361	2
V42.501	2
S02.108	2
598.201	2
M90840/0	2
440.102	2
800.301	2
955.302	2
H53.501	2
B00.401+G05.101*	2
H71  04	2
451.201	2
R20.201	2
Q82.805	2
M84100/0	2
437.306	2
682.001	2
054.702	2
700  01	2
K82.805	2
528.902	2
K65.011	2
593.801	2
O71.001	2
L30.803	2
J86.004	2
486  04	2
244.905+359.503*	2
L81.901	2
746.603	2
K12.207	2
I31.906	2
K25.903	2
653.301	2
H44.006	2
E956  01	2
424.902	2
A04.403	2
I72.003	2
662.201	2
711.901	2
M95310/0	2
F45.307	2
M54.121	2
T84.801	2
T13.501	2
N96  01	2
O08.301	2
K66.804	2
O22.101	2
M88000/0	2
358.101	2
Z98.866	2
336.806	2
M91720/0	2
I74.202	2
A49.805	2
714.301	2
C44.304	2
T92.103	2
F22.001	2
D48.504	2
242.001	2
N13.203	2
Z90.705	2
S06.814	2
D73.301	2
N13.201	2
365.002	2
253.102	2
N81.802	2
332.101	2
447.101	2
421.005	2
Z43.301	2
198.803	2
J94.802	2
198.302	2
255.801	2
R99  01	2
M51.001+G99.202*	2
508.101	2
G93.902	2
729.101	2
756.118	2
M89820/0	2
842.103	2
L10.001	2
614.210	2
M92200/3	2
G51.901	2
282.202	2
951.901	2
300.402	2
E86  01	2
C71.401	2
427.302	2
O43.106	2
370.601	2
607.801	2
364.705	2
E876.901	2
N85.901	2
726.904	2
368.801	2
015.804	2
614.501	2
531.903	2
959.007	2
H91.301	2
819.001	2
426.603	2
K29.701	2
K91.402	2
A49.807	2
569.501	2
M31.401	2
K66.807	2
724.303	2
K76.810	2
N70.104	2
Q70.201	2
I97.813	2
733.804	2
622.602	2
E66.903+N08.401*	2
136.901+323.601*	2
M24.391	2
J39.004	2
550.904	2
M85800/3	2
M88320/0	2
Z98.806	2
B65.101	2
K35.106	2
C50.501	2
N32.102	2
389.902	2
I28.803	2
211.503	2
Q22.501	2
M19.841	2
707.803	2
N80.602	2
860.501	2
587  04	2
N50.812	2
J43.904	2
S61.906	2
K91.810	2
D00.005	2
M22.001	2
S64.102	2
Q68.802	2
O21.001	2
189.301	2
412  06	2
M62.895	2
R63.401	2
M19.121	2
H60.801	2
V58.019	2
G93.823	2
M85.082	2
215.003	2
Z43.604	1
R35  01	1
569.9021	1
I25.211	1
T84.002	1
M94.201	1
Y83.206	1
933.002	1
253.801	1
620.503	1
M76.861	1
T81.017	1
215.001	1
Q76.404	1
K28.401	1
D41.403	1
473.302	1
117.302	1
D69.004+N08.201*	1
567.903	1
653.201	1
F48.002	1
M61.901	1
I35.805	1
I82.801	1
Q43.901	1
T98.321	1
562.007	1
E858.302	1
I63.401	1
N88.201	1
211.202	1
G40.901	1
P55.001	1
N41.201	1
Q62.103	1
238.704	1
A15.101	1
G72.801	1
K59.802	1
N50.811	1
M92000/3	1
M95500/0	1
H21.501	1
240.001	1
O07.401	1
478.122	1
872.101	1
W44.901	1
A18.304	1
478.206	1
A86.001	1
T81.416	1
S04.301	1
K52.919	1
Z98.849	1
F45.802	1
N83.807	1
N84.201	1
M82600/6	1
K55.803	1
Q76.101	1
017.201	1
K92.801	1
972.102	1
472.202	1
596.401	1
R49.101	1
571.401	1
537.204	1
Q45.801	1
D33.903	1
718.505	1
353.001	1
079.801	1
M89.871	1
G54.005	1
717.802	1
E867  01	1
518.401	1
M79.592	1
L98.002	1
523.002	1
233.701	1
252.001	1
E88.801	1
519.105	1
O98.403	1
998.205	1
E865.901	1
569.806	1
255.401	1
718.201	1
K59.302	1
206.101 M98930/3	1
E11.701	1
250.503+357.202*	1
682.901	1
222.103	1
334.801	1
M85030/0	1
H00.002	1
K55.103  A	1
I87.805	1
444.801	1
K65.014	1
E941.103	1
D12.201	1
M80750/3	1
567.205	1
D61.801	1
Q06.803	1
T94.101	1
J98.001	1
I21.203	1
478.705	1
253.202	1
414.901	1
I97.003	1
S36.502	1
M96.001	1
429.306	1
745.001	1
599.901	1
593.002	1
C77.101	1
S06.203	1
478.205	1
558  11	1
M88321/3	1
I77.008	1
727.904	1
D75.001	1
B66.103+K77.013*	1
K09.201	1
M98200/3	1
J39.802	1
752.102	1
M80.991	1
670  01	1
I80.101	1
M88700/0	1
B36.901	1
I82.807	1
E942.601	1
Z98.810	1
M75.001	1
C94.002 M98400/3	1
447.604	1
Q24.503	1
764.001	1
345.001	1
T81.507	1
733.907	1
269.002	1
I82.802	1
213.003	1
N39.201	1
C77.104	1
F45.305	1
727.901	1
Q51.804	1
623.401	1
S96.803	1
F31.501	1
C41.403	1
H53.201	1
N73.601	1
I49.807	1
736.707	1
A16.201	1
E72.903	1
I21.901	1
X41.901	1
I34.801	1
D47.901	1
533.904	1
M82611/0	1
572.802	1
D15.701	1
O64.801	1
478.902	1
M24.561	1
620.104	1
M91330/1	1
D35.401	1
K13.018	1
G95.104	1
M86.931	1
778.805	1
A16.404	1
X44.904	1
S37.401	1
Z08.101	1
G83.402	1
F06.915+E46  04*	1
T81.011	1
V59.301	1
D16.001	1
596.601	1
H74.001	1
K14.808	1
Y41.103	1
716.602	1
H40.502	1
E87.304	1
G40.802	1
J01.301	1
T81.206	1
Z85.001	1
R34  02	1
B37.001	1
V04.101	1
746.803	1
E945.701	1
R77.101	1
S62.201	1
H54.003	1
478.508	1
E858.801	1
661.002	1
K25.001	1
O15.001	1
H33.303	1
I77.001	1
N30.801	1
325  02	1
O71.101	1
803.301	1
M81010/0	1
F07.803	1
287.802	1
N81.602	1
G72.001	1
N45.902	1
863.801	1
I67.801	1
M75.401	1
M91300/0	1
D40.703	1
K05.203	1
R01.101	1
881.202	1
558  08	1
A04.802	1
709.801	1
M79.461	1
774.701	1
K28.904	1
E950.401	1
Z92.501	1
153.902	1
437.805	1
J39.216	1
J98.501	1
708.802	1
A16.702	1
E810.901	1
751.506	1
N80.802	1
G96.105	1
K13.704	1
Q45.305	1
P22.002	1
I08.301	1
R18  03	1
S49.703	1
S45.201	1
G54.301	1
M41.591	1
C34.801	1
S80.002	1
E993  01	1
J03.901	1
A53.001	1
B37.101	1
M84000/0	1
D89.001	1
C39.801	1
E910.901	1
B85.201	1
453.809	1
998.601	1
F45.303	1
228.032	1
J20.901	1
695.905	1
K14.002	1
I80.805	1
011.301	1
902.501	1
K55.805	1
H18.101	1
W20.903	1
718.801	1
M46.221	1
573.813	1
585  04	1
A03.902	1
S04.004	1
M81500/0	1
B35.902	1
289.502	1
S65.101	1
607.103	1
S04.601	1
704.201	1
C79.801	1
W74.902	1
E23.006	1
564.802	1
Z44.301	1
070.505+573.101*	1
M62.453	1
S29.002	1
A18.018+M49.003*	1
135  01	1
S36.402	1
J34.818	1
423.101	1
O64.004	1
692.904	1
528.511	1
K41.901	1
M82710/0	1
016.402	1
S44.401	1
X49.912	1
J32.101	1
G06.007	1
006.902	1
M83700/3	1
215.201	1
292.901	1
M47.994	1
K25.002	1
I31.303	1
569.816	1
E948.401	1
K55.010	1
341.801	1
425.408	1
C72.201	1
N18.807+I43.803*	1
M77.372	1
T70.204	1
W88.903	1
414.801	1
746.102	1
Q50.601	1
Q27.805	1
389.001	1
F11.204	1
G81.001	1
H61.105	1
790.202	1
J11.101	1
432.901	1
Z43.403	1
J34.105	1
L00  01	1
E956  02	1
M89330/3	1
T81.701	1
H69.001	1
E88.902+G99.801*	1
746.812	1
905.001	1
667.101	1
569.904	1
E83.101	1
Q40.201	1
N60.401	1
S82.602	1
C81.101 M96630/3	1
P20.901	1
T31.901	1
787.301	1
H31.402	1
E991.901	1
M08.201	1
N36.101	1
008.402	1
787.201	1
E936.101	1
N36.802	1
362.802	1
N42.001	1
M79.096	1
O26.804	1
I78.801	1
K11.601	1
M88920/1	1
A19.201	1
M67.803	1
D18.043	1
E28.302	1
410  12	1
365.102	1
F15.001	1
H55  02	1
429.301	1
L98.405	1
295.902	1
N13.601	1
746.002	1
v45.807	1
A82.901	1
K07.101	1
M84011/3	1
Y69  01	1
T75.804	1
769  01	1
O69.002	1
E06.001	1
M91.251	1
997.104	1
T85.801	1
R79.805	1
I97.805	1
T98.307	1
G40.701	1
L98.805	1
427.601	1
J98.407	1
M81020/3	1
E21.004	1
T92.303	1
K50.102	1
527.701	1
579.201	1
K63.803	1
D36.126	1
269.201	1
M94300/3	1
H35.401	1
K05.303	1
N62  01	1
863.401	1
Z85.804	1
263.101	1
255.802	1
X44.911	1
E930.601	1
M24.201	1
J33.001	1
A18.308+K93.001*	1
I67.902	1
531.401	1
816.10	1
618.005	1
P07.001	1
152.101	1
009.002	1
H21.505	1
E31.901	1
242.905	1
C85.012 M95920/3	1
E25.901	1
I73.804	1
O34.804	1
997.404	1
288.804	1
526.101	1
S04.501	1
Q39.801	1
289.308	1
N28.001	1
F53.001	1
219.101	1
E26.102	1
M96100/3	1
O43.001	1
H44.001	1
X48.902	1
A08.401	1
F10.301	1
Z43.406	1
C40.004+M90.723*	1
H60.902	1
493.001	1
D18.036	1
I25.902	1
I70.904	1
212.003	1
614.209	1
K29.704	1
M89.371	1
B18.802	1
J35.801	1
O84.201	1
I60.101	1
J62.805	1
T75.301	1
B76.901	1
M83100/0	1
378.201	1
785.507	1
741.902	1
289.903	1
J98.502	1
D29.101	1
H18.401	1
289.303	1
J98.603	1
198.822	1
H60.302	1
I71.204	1
015.901+727.006*	1
J38.723	1
T60.301	1
M91040/1	1
B35.903	1
Q64.901	1
Z51.014	1
M89.384	1
I78.804	1
R04.101	1
S99.701	1
C43.101	1
H47.301	1
M85620/3	1
K85.101	1
M62.971	1
478.126	1
N00.904	1
173.701	1
K25.503	1
697.901	1
271.301	1
E84.901	1
153.501	1
C72.901	1
427.807	1
E906.401	1
B19.907	1
S39.904	1
G04.201	1
S01.203	1
537.804	1
D72.806	1
L02.101	1
484.701	1
D21.102	1
M21.541	1
A18.810+I32.001*	1
M83230/0	1
J32.201	1
786.301	1
S27.101	1
K55.801	1
M91910/0	1
648.603	1
386.104	1
R94.201	1
M88600/0	1
255.104	1
K76.104	1
K23.901	1
K12.004	1
Q45.302	1
M53.381	1
427.803	1
R76.802	1
D17.504	1
X69.902	1
Y88.101	1
747.601	1
038.402	1
M84200/3	1
596.807	1
746.802	1
Z37.002	1
G47.304	1
M93830/1	1
D74.901	1
320.901	1
M822/0	1
G52.801	1
457.802	1
E07.805	1
X59.901	1
599.003	1
595.806	1
J39.209	1
595.804	1
M83340/0	1
S37.101	1
S65.702	1
K62.804	1
323.801	1
H18.402	1
940.904	1
T91.204	1
E950.903	1
K83.803	1
T93.402	1
300.103	1
I87.107	1
S96.001	1
401.904	1
I78.802	1
I51.709	1
M95380/3	1
M95000/3	1
D18.015	1
R54  01	1
609.901	1
126.901	1
H02.504	1
323.909	1
G37.302	1
H26.403	1
D84.901	1
070.506+573.101*	1
Z90.001	1
E07.806	1
M21.151	1
D48.717	1
K62.817	1
273.802	1
161.101	1
904.902	1
199.002	1
N14.201	1
239.004	1
M88520/3	1
H04.302	1
I21.207	1
D37.501	1
233.301	1
N30.902	1
J00  04	1
863.002	1
842.102	1
A98.501	1
H59.802	1
G45.102	1
S05.209	1
246  01	1
568.805	1
N25.803	1
M43.191	1
M93600/1	1
Q76.419	1
571.509+456.202*	1
K55.002	1
575.001	1
D14.302	1
385.001	1
B44.901	1
534.404	1
455.201	1
014  07	1
145.501	1
573.811	1
208.007 M98010/3	1
M88260/0	1
D37.704	1
J32.006	1
Q25.301	1
873.403	1
G37.803	1
K13.602	1
222.001	1
T82.704	1
M89.851	1
F43.901	1
A18.107+N51.001*	1
K57.103	1
S55.201	1
J98.902	1
B16.906	1
K05.202	1
459.002	1
S56.401	1
T49.001	1
M92210/0	1
K12.208	1
465.903	1
I72.807	1
X18.991	1
M20.301	1
M88500/6	1
G93.502	1
571.508+456.201*	1
I73.805	1
A35  01	1
Q28.302	1
252.802	1
T85.201	1
C16.401	1
661.201	1
K76.805	1
N34.001	1
M81501/1	1
I49.809	1
T82.102	1
518.301	1
654.301	1
K75.807	1
M86310/1	1
276.205	1
S66.102	1
M85610/0	1
M88540/3	1
Z37.301	1
S27.311	1
S65.001	1
K83.012	1
205.103 M98630/3	1
K04.801	1
752.001	1
424.205	1
M89300/3	1
E11.601	1
S19.802	1
M89800/3	1
K55.103	1
349.802	1
M48.541	1
M82500/3	1
S80.101	1
362.306	1
Q24.805	1
070.516+573.101*	1
287.401	1
I74.501	1
S92.102	1
I74.801	1
755.101	1
Y84.803	1
195.303	1
Y83.813	1
H11.201	1
R29.802	1
Q24.820	1
G93.820	1
H44.403	1
018.901	1
E51.201+G32.801*	1
B49  05	1
323.901	1
T46.302	1
L95.001	1
V22.101	1
587  03	1
263.001	1
660.001	1
T84.101	1
530.809	1
X49.993	1
K04.101	1
072.003	1
M81300/3	1
O43.801	1
492  03	1
K76.801	1
M91400/3	1
E930.506	1
F60.901	1
791.501	1
E887  01	1
H83.302	1
D18.107	1
S42.411	1
D36.710	1
K80.203	1
252.101	1
M48.001	1
Q76.402	1
D18.033	1
X68.901	1
M85.851	1
K13.203	1
W80.901	1
H02.503	1
Q11.202	1
136.905	1
759.604	1
M96.802	1
E930.301	1
M85030/2	1
459.202	1
277.301	1
O63.901	1
M86.997	1
K03.201	1
I61.101	1
D16.004	1
O64.803	1
415.102	1
X41.908	1
S66.001	1
M67.806	1
B35.001	1
R50.902	1
995.102	1
729.103	1
P21.001	1
T91.003	1
191.602	1
375.401	1
M91500/1	1
Z43.801	1
S36.301	1
368.201	1
T82.803	1
M80420/3	1
H02.901	1
I21.101	1
B02.801+H62.101*	1
K82.402	1
593.803	1
M83900/0	1
437.801	1
J98.103	1
562.102	1
576.206	1
871.502	1
577.103	1
Z51.803	1
446.303	1
432.001	1
A04.601	1
M97321/3	1
O62.201	1
E907  01	1
V58.006	1
H21.509	1
H20.904	1
599.302	1
427.810	1
K91.838	1
K14.901	1
560.904	1
K29.503	1
E43  01	1
M77.371	1
772.901	1
E901.101	1
V58.115	1
447.103	1
K03.401	1
X68.903	1
221.001	1
D86.001	1
K83.810	1
744.403	1
G03.905	1
349.204	1
788.401	1
531.001	1
M89601/3	1
336.801	1
Q52.401	1
D36.105	1
Q85.917	1
M94900/0	1
969.002	1
C85.914 M95900/3	1
759.501	1
685.001	1
348.801	1
E23.607	1
011.601	1
T86.806	1
D17.506	1
H81.901	1
I86.203	1
E53.809	1
M91000/6	1
S05.814	1
A01.001	1
J32.801	1
S05.811	1
L30.801	1
300.503	1
C44.301	1
D14.201	1
N70.907	1
J38.003	1
279.101	1
K56.604	1
599.804	1
F07.204	1
I73.002	1
532.701	1
K14.601	1
O62.406	1
E919.601	1
K50.104	1
625.601	1
H33.505	1
M93.201	1
D10.401	1
Z94.701	1
K05.102	1
E14.302+H48.001*	1
L02.416	1
K25.502	1
G90.201	1
770.102	1
M96840/3	1
J34.006	1
780.402	1
V27.701	1
578.904	1
038.406	1
087.001	1
Q24.506	1
M84420/3	1
751.608	1
K65.903	1
K04.003	1
I36.801	1
008.005	1
955.905	1
347  02	1
M81200/0	1
K22.814	1
246.802	1
904.803	1
112.201	1
L90.401	1
H33.302	1
M89720/3	1
577.806	1
D47.201 M97650/1	1
E871.901	1
D75.802	1
I77.102	1
L02.409	1
Q85.910	1
211.804	1
J34.819	1
A18.009+M01.103*	1
Y83.804	1
O90.804	1
W44.905	1
Q68.804	1
H40.004	1
440.002	1
W34.901	1
111.002	1
627.401	1
E930.501	1
S66.201	1
E10.002	1
N83.801	1
I74.204	1
E969  01	1
M91220/0	1
X58.882	1
Q54.903	1
D17.704	1
708.301	1
S66.802	1
210.405	1
457.804	1
K11.901	1
A49.301	1
746.816	1
I82.301	1
W32.901	1
M12.191	1
D76.004	1
041.401	1
Q43.303	1
N30.401	1
M84.071	1
E933.801	1
473.903	1
C79.830	1
E23.603	1
M21.571	1
998.111	1
N80.805	1
719.403	1
V58.001	1
H21.510	1
K57.303	1
522.401	1
Q77.402	1
N46  02	1
719.201	1
905.203	1
610.103	1
S10.902	1
A16.203	1
239.003	1
E968.801	1
M21.471	1
O08.604	1
G04.908	1
I73.904	1
756.502	1
M91730/0	1
M92510/1	1
E879.803	1
M65.891	1
518.809	1
C77.202	1
380.504	1
569.201	1
900.801	1
X50.901	1
K63.816	1
Z35.102	1
D16.104	1
324.901	1
K73.801	1
E912  01	1
H73.002	1
D76.302	1
I35.804	1
C78.802	1
251.202	1
M84410/0	1
695.301	1
368.901	1
659.101	1
I07.001	1
E05.902+G73.502*	1
233.001	1
J39.214	1
593.824	1
P54.001	1
529.101	1
Y83.809	1
I64  01	1
410  22	1
282.902	1
692.802	1
E989  01	1
443.101	1
253.401	1
S33.702	1
D59.902	1
M90711/3	1
O65.901	1
R96.101	1
Q51.802	1
417.801	1
K82.801	1
161.102	1
Y83.601	1
I73.101	1
239.007	1
M80530/0	1
576.203	1
941.002	1
E863.101	1
E16.102	1
E903  02	1
S01.303	1
K82.001	1
T06.401	1
942.401	1
K46.903	1
780.702	1
M98611/3	1
B82.901	1
L81.701	1
K76.814	1
E23.002	1
S92.401	1
M88321/0	1
421.003	1
R29.001	1
P52.901	1
S61.101	1
625.801	1
M88212/1	1
614.211	1
H49.806	1
X26.901	1
A16.303	1
L85.803	1
611.103	1
K63.801	1
E968.201	1
583.102	1
P23.901	1
663.201	1
I87.117	1
M21.991	1
N85.801	1
754.001	1
M84800/6	1
522.002	1
H93.201	1
464.103	1
Q63.201	1
478.109	1
Q26.002	1
593.804	1
726.701	1
K31.818	1
A09.001	1
665.401	1
674.301	1
G90.901	1
K66.806	1
I35.201	1
K80.404	1
M25.672	1
E24.901	1
A04.401	1
N13.001	1
S09.203	1
680.801	1
001.901	1
742.801	1
751.901	1
S33.501	1
993.307	1
M86400/3	1
666.301	1
A23.901	1
211.502	1
A49.901	1
2	1
\\	1
348.807	1
A19.801	1
E885  01	1
M95372/0	1
K83.004	1
I42.601	1
A49.806	1
070.105+573.101*	1
S00.103	1
E27.201	1
E25.002	1
729.201	1
M94900/3	1
C90.202 M97312/3	1
I20.805	1
583.812	1
D18.013	1
426.801	1
I77.207	1
723.403	1
589.901	1
H21.803	1
M88900/1	1
I21.201	1
S29.704	1
M84400/6	1
610.401	1
Q24.810	1
C78.402	1
K13.015	1
T17.801	1
H65.902	1
920  07	1
G93.411	1
E28.303	1
I34.202	1
H81.801	1
W55.902	1
879.803	1
738.801	1
424.103	1
D17.707	1
K63.104	1
752.303	1
G56.105	1
244.801	1
583.202	1
599.803	1
78.6001	1
E906.901	1
M79.095	1
D18.112	1
D11.901	1
C71.005	1
289.202	1
C85.908 M95900/3	1
117.501+321.001*	1
M88040/3	1
V45.807         	1
437.302	1
574.402	1
722.901	1
M86.961	1
778.402	1
E51.101	1
M90700/3	1
0	1
E950.201	1
S15.004	1
T02.102	1
A18.105+N29.102*	1
K80.408	1
D13.701	1
T15.801	1
A52.301	1
K03.801	1
650.001	1
E933.501	1
M99600/1	1
K76.603	1
S45.302	1
C79.808	1
N92.301	1
G52.203	1
749.004	1
364.601	1
190.501	1
371.101	1
B96.101	1
E942.001	1
M82400/6	1
I36.001	1
M97610/3	1
M79.011	1
752.306	1
K91.101	1
C97  01	1
I77.003	1
745.002	1
295.801	1
C32.101	1
K09.804	1
K29.001	1
699.701	1
K70.302+I98.203*	1
Q82.504	1
M92300/0	1
E63.901+G63.401*	1
G95.106	1
X08.901	1
718.206	1
F44.902	1
K80.301	1
X30.881	1
V45.818	1
E10.103	1
634.001	1
O68.802	1
743.301	1
S01.101	1
N88.802	1
Q23.805	1
M92201/0	1
482.401	1
K59.101	1
M81800/3	1
P07.101	1
744.004	1
C91.101	1
374.101	1
626.701	1
S36.404	1
289.507	1
Z34.901	1
E905.301	1
213.803	1
Q62.201	1
426.803	1
B00.201	1
K14.101	1
951.801	1
608.806	1
198.814	1
674.305	1
I31.904	1
G37.201	1
H35.801	1
X16.901	1
955.901	1
388.901	1
H33.501	1
996.607	1
I51.803	1
569.819	1
S76.301	1
696.105	1
M86800/1	1
